Question,openai_gpt-3.5-turbo_1,openai_gpt-3.5-turbo_2,openai_gpt-4o-mini_1,openai_gpt-4o-mini_2,ollama_llama3,gpt-4o-mini_student_teacher,ollama_gemma_student_teacher,gpt-4o-mini_blind
Worship of God answered by mistral atheist,85.0,85.0,85.0,85.0,85.0,60.0,85.0,60.0
Significance of Unleavened Bread answered by mistral atheist,90.0,95.0,90.0,90.0,80.0,80.0,85.0,70.0
Historical Context 2 answered by mistral atheist,90.0,90.0,90.0,95.0,85.0,70.0,85.0,80.0
Biblical References 5 answered by mistral atheist,85.0,90.0,95.0,90.0,85.0,85.0,85.0,85.0
Understanding the Crucifixion answered by mistral atheist,95.0,95.0,95.0,90.0,80.0,85.0,90.0,85.0
Role of Jewish Leaders answered by mistral atheist,80.0,90.0,95.0,90.0,85.0,80.0,85.0,70.0
Response to the Crucifixion answered by mistral atheist,90.0,95.0,95.0,90.0,85.0,85.0,85.0,90.0
Antichrist Identification answered by mistral atheist,95.0,95.0,90.0,95.0,70.0,90.0,85.0,90.0
The Spirit of Antichrist answered by mistral atheist,90.0,80.0,90.0,90.0,85.0,90.0,85.0,70.0
Ultimate Antichrist answered by mistral atheist,50.0,20.0,20.0,20.0,60.0,50.0,70.0,30.0
Inheritance and the Promise to Abraham answered by mistral atheist,90.0,85.0,90.0,85.0,60.0,80.0,85.0,95.0
Inheriting Eternal Life answered by mistral atheist,90.0,90.0,90.0,95.0,85.0,85.0,85.0,85.0
Understanding Heirs and Inheritance in Christianity answered by mistral atheist,95.0,95.0,95.0,90.0,85.0,90.0,90.0,90.0
Understanding Blasphemy answered by mistral atheist,90.0,90.0,90.0,95.0,85.0,85.0,85.0,60.0
Trust in God 2 answered by mistral atheist,95.0,90.0,90.0,90.0,80.0,80.0,85.0,90.0
Trustworthiness answered by mistral atheist,95.0,95.0,95.0,95.0,95.0,90.0,95.0,95.0
Faith and Trust answered by mistral atheist,95.0,95.0,90.0,92.0,90.0,80.0,90.0,85.0
Understanding Zion answered by mistral atheist,85.0,90.0,90.0,92.0,85.0,75.0,85.0,80.0
Prophetic Usage answered by mistral atheist,90.0,90.0,90.0,90.0,85.0,90.0,85.0,90.0
Translation Considerations answered by mistral atheist,95.0,95.0,95.0,90.0,85.0,90.0,90.0,85.0
Sign as Covenant answered by mistral atheist,90.0,95.0,95.0,95.0,95.0,90.0,90.0,96.0
Sign of the Messiah answered by mistral atheist,90.0,90.0,95.0,90.0,85.0,60.0,85.0,75.0
Signs and Miracles answered by mistral atheist,75.0,80.0,60.0,70.0,80.0,55.0,85.0,60.0
Sons of God Interpretation answered by mistral atheist,90.0,85.0,90.0,80.0,85.0,85.0,85.0,70.0
Children of God answered by mistral atheist,95.0,90.0,85.0,90.0,60.0,80.0,85.0,70.0
Son of God answered by mistral atheist,90.0,95.0,95.0,95.0,80.0,85.0,90.0,90.0
Understanding the House of God answered by mistral atheist,90.0,95.0,90.0,95.0,70.0,75.0,85.0,85.0
Translation of Worship Spaces answered by mistral atheist,85.0,90.0,80.0,80.0,85.0,85.0,85.0,70.0
Biblical References to the Temple answered by mistral atheist,90.0,90.0,80.0,80.0,80.0,90.0,85.0,90.0
Tetrarch Role in the New Testament answered by mistral atheist,95.0,95.0,95.0,95.0,80.0,85.0,85.0,85.0
Significance of the Tetrarch Title answered by mistral atheist,85.0,95.0,90.0,85.0,85.0,85.0,85.0,85.0
Historical Context of Tetrarchs answered by mistral atheist,90.0,85.0,92.0,95.0,85.0,85.0,85.0,85.0
Understanding the Law of Moses answered by mistral atheist,85.0,90.0,85.0,85.0,85.0,90.0,85.0,80.0
Obeying God's Commands answered by mistral atheist,95.0,90.0,85.0,85.0,85.0,90.0,85.0,85.0
The New Covenant answered by mistral atheist,90.0,90.0,90.0,90.0,85.0,90.0,85.0,90.0
Understanding the Last Days answered by mistral atheist,70.0,80.0,80.0,60.0,60.0,30.0,85.0,65.0
Interpretation of 'The Last Day' answered by mistral atheist,80.0,85.0,85.0,85.0,60.0,60.0,85.0,85.0
Duration of the Last Days answered by mistral atheist,40.0,60.0,70.0,65.0,85.0,60.0,85.0,50.0
Purpose of Exhortation answered by mistral atheist,85.0,90.0,85.0,85.0,80.0,85.0,80.0,80.0
Nature of Exhortation answered by mistral atheist,95.0,95.0,95.0,95.0,95.0,50.0,85.0,90.0
Differences in Terminology answered by mistral atheist,95.0,90.0,90.0,90.0,60.0,85.0,85.0,90.0
atonement_lid_definition answered by mistral atheist,90.0,95.0,85.0,90.0,85.0,85.0,85.0,80.0
Promised Land Meaning answered by mistral atheist,65.0,30.0,30.0,20.0,60.0,50.0,85.0,60.0
Israelites' Journey answered by mistral atheist,95.0,95.0,95.0,95.0,95.0,90.0,85.0,80.0
Covenant and Obedience answered by mistral atheist,90.0,95.0,90.0,85.0,85.0,70.0,85.0,70.0
Son of God Understanding answered by mistral atheist,90.0,70.0,85.0,75.0,60.0,60.0,85.0,60.0
Essence of the Trinity answered by mistral atheist,90.0,95.0,95.0,95.0,80.0,90.0,85.0,85.0
Eternal Nature of the Son answered by mistral atheist,90.0,95.0,85.0,90.0,60.0,75.0,85.0,60.0
Understanding God's Wrath answered by mistral atheist,90.0,90.0,90.0,95.0,85.0,90.0,85.0,65.0
Repentance and Judgment answered by mistral atheist,95.0,95.0,90.0,95.0,85.0,90.0,85.0,92.0
Righteous Judgment answered by mistral atheist,90.0,85.0,90.0,85.0,85.0,85.0,85.0,85.0
Stoning as Punishment answered by mistral atheist,85.0,92.0,90.0,90.0,85.0,85.0,85.0,60.0
Stephen's Martyrdom answered by mistral atheist,90.0,92.0,90.0,90.0,85.0,80.0,85.0,90.0
Paul's Experience in Lystra answered by mistral atheist,95.0,90.0,90.0,95.0,92.0,85.0,90.0,80.0
Resurrection Definition answered by mistral atheist,95.0,90.0,95.0,90.0,80.0,90.0,85.0,95.0
Jesus' Statement answered by mistral atheist,85.0,80.0,90.0,90.0,60.0,60.0,85.0,60.0
Biblical References 6 answered by mistral atheist,90.0,95.0,90.0,90.0,90.0,85.0,85.0,90.0
Rabbi Definition answered by mistral atheist,80.0,90.0,85.0,85.0,70.0,70.0,80.0,85.0
Use of 'Rabbi' answered by mistral atheist,75.0,85.0,85.0,85.0,40.0,75.0,85.0,85.0
Translation of Rabbi answered by mistral atheist,95.0,85.0,95.0,90.0,80.0,80.0,90.0,90.0
Sabbath Observance answered by mistral atheist,90.0,90.0,85.0,85.0,85.0,70.0,85.0,85.0
Sabbath Timing answered by mistral atheist,90.0,85.0,90.0,95.0,90.0,95.0,90.0,85.0
Biblical References 7 answered by mistral atheist,95.0,90.0,90.0,85.0,85.0,50.0,85.0,75.0
God's Promises answered by mistral atheist,95.0,90.0,95.0,95.0,85.0,70.0,90.0,85.0
Covenants answered by mistral atheist,90.0,90.0,85.0,90.0,85.0,70.0,85.0,70.0
Faith and Promise answered by mistral atheist,85.0,90.0,92.0,90.0,85.0,70.0,85.0,70.0
Understanding Holiness answered by mistral atheist,85.0,85.0,85.0,85.0,70.0,60.0,85.0,75.0
Purpose of Holiness answered by mistral atheist,95.0,90.0,90.0,90.0,80.0,85.0,90.0,80.0
Understanding Unholiness answered by mistral atheist,90.0,90.0,95.0,95.0,85.0,60.0,85.0,60.0
Apostleship Understanding answered by mistral atheist,90.0,85.0,90.0,95.0,60.0,40.0,85.0,60.0
Authority of Apostles answered by mistral atheist,85.0,90.0,90.0,85.0,85.0,60.0,85.0,60.0
Role of Apostles in Early Church answered by mistral atheist,90.0,85.0,85.0,85.0,90.0,50.0,85.0,40.0
Spiritual Significance of Circumcision answered by mistral atheist,85.0,90.0,85.0,90.0,80.0,90.0,85.0,90.0
Importance of Honor answered by mistral atheist,95.0,95.0,95.0,95.0,85.0,85.0,90.0,90.0
Children and Honor answered by mistral atheist,90.0,95.0,95.0,95.0,80.0,85.0,85.0,90.0
Ways to Honor God answered by mistral atheist,95.0,90.0,95.0,90.0,85.0,60.0,85.0,90.0
Understanding Guilt answered by mistral atheist,95.0,95.0,90.0,95.0,92.0,85.0,85.0,75.0
Biblical Perspective on Guilt answered by mistral atheist,95.0,90.0,90.0,95.0,85.0,80.0,85.0,90.0
Examples of Guilt in Scripture answered by mistral atheist,90.0,90.0,90.0,90.0,40.0,70.0,85.0,85.0
Discipleship Importance answered by mistral atheist,90.0,95.0,90.0,85.0,85.0,80.0,85.0,85.0
Matthew  Mark  and Luke answered by mistral atheist,90.0,90.0,90.0,90.0,80.0,80.0,90.0,95.0
Replacement of Judas answered by mistral atheist,90.0,90.0,90.0,95.0,80.0,95.0,85.0,95.0
Understanding Belief answered by mistral atheist,70.0,85.0,85.0,70.0,60.0,80.0,90.0,70.0
Definition of Believer answered by mistral atheist,40.0,60.0,90.0,60.0,85.0,60.0,85.0,45.0
Faith in Jesus answered by mistral atheist,85.0,90.0,90.0,90.0,80.0,80.0,85.0,90.0
Redemption Concept answered by mistral atheist,90.0,95.0,90.0,95.0,85.0,85.0,90.0,90.0
Understanding Gentiles in Scripture answered by mistral atheist,85.0,90.0,90.0,90.0,85.0,85.0,85.0,85.0
Biblical References to Gentiles answered by mistral atheist,85.0,80.0,85.0,85.0,85.0,70.0,85.0,60.0
Cultural Practices answered by mistral atheist,85.0,95.0,90.0,85.0,85.0,90.0,85.0,90.0
Ransom Meaning answered by mistral atheist,95.0,90.0,85.0,90.0,85.0,85.0,85.0,85.0
Biblical References 8 answered by mistral atheist,90.0,85.0,90.0,85.0,85.0,80.0,85.0,85.0
Translation of Ransom answered by mistral atheist,75.0,90.0,50.0,50.0,85.0,70.0,85.0,85.0
Understanding Blamelessness answered by mistral atheist,95.0,95.0,90.0,95.0,85.0,85.0,85.0,85.0
Biblical Examples answered by mistral atheist,85.0,85.0,90.0,85.0,90.0,75.0,85.0,85.0
Scriptural References 8 answered by mistral atheist,85.0,85.0,85.0,85.0,85.0,85.0,85.0,80.0
Understanding Righteousness answered by mistral atheist,90.0,90.0,90.0,95.0,85.0,75.0,85.0,85.0
Human Righteousness answered by mistral atheist,90.0,90.0,90.0,90.0,85.0,85.0,90.0,95.0
Characteristics of the Upright answered by mistral atheist,95.0,90.0,90.0,95.0,95.0,80.0,95.0,95.0
Definition of Confession answered by mistral atheist,90.0,85.0,90.0,90.0,75.0,70.0,85.0,85.0
Spiritual Healing Through Confession answered by mistral atheist,95.0,95.0,90.0,90.0,85.0,75.0,90.0,70.0
Confession and Salvation answered by mistral atheist,90.0,85.0,90.0,90.0,85.0,85.0,85.0,85.0
Understanding God's Glory answered by mistral atheist,90.0,90.0,90.0,90.0,90.0,80.0,85.0,85.0
Glorifying God in Actions answered by mistral atheist,90.0,90.0,88.0,85.0,85.0,70.0,85.0,50.0
The Role of Believers in Glory answered by mistral atheist,95.0,95.0,95.0,95.0,85.0,90.0,85.0,90.0
Lord’s Supper Definition answered by mistral atheist,20.0,0.0,20.0,40.0,60.0,40.0,75.0,70.0
Regular Practice answered by mistral atheist,95.0,90.0,90.0,90.0,85.0,90.0,85.0,85.0
Terminology 2 answered by mistral atheist,90.0,90.0,95.0,90.0,20.0,90.0,80.0,95.0
Nature of Manna answered by mistral atheist,90.0,90.0,90.0,90.0,85.0,90.0,85.0,85.0
Sabbath Observance 2 answered by mistral atheist,80.0,85.0,90.0,85.0,80.0,70.0,85.0,60.0
Symbolism of Manna answered by mistral atheist,20.0,60.0,40.0,65.0,60.0,50.0,80.0,60.0
Pharisees' Influence on Jewish Law answered by mistral atheist,90.0,90.0,85.0,85.0,95.0,85.0,85.0,60.0
Beliefs of the Pharisees answered by mistral atheist,85.0,90.0,90.0,85.0,40.0,85.0,85.0,90.0
Separation from Gentiles answered by mistral atheist,90.0,85.0,85.0,90.0,85.0,90.0,85.0,85.0
Significance of Pentecost answered by mistral atheist,85.0,85.0,85.0,80.0,85.0,70.0,85.0,60.0
Origin of Pentecost answered by mistral atheist,70.0,75.0,85.0,70.0,65.0,80.0,85.0,95.0
Biblical References to Pentecost answered by mistral atheist,95.0,90.0,90.0,90.0,60.0,90.0,85.0,95.0
Jesus is the Son of God answered by mistral Politician,60.0,50.0,70.0,70.0,80.0,60.0,80.0,55.0
Use term 'Father' when referring to God answered by mistral Politician,90.0,60.0,70.0,60.0,80.0,30.0,85.0,50.0
Multiple gods answered by mistral Politician,85.0,90.0,95.0,90.0,85.0,60.0,85.0,70.0
Physical offspring of God answered by mistral Politician,70.0,70.0,80.0,70.0,85.0,50.0,85.0,75.0
Avoid 'Son of God' answered by mistral Politician,30.0,30.0,40.0,70.0,90.0,65.0,85.0,60.0
Jesus is Lord answered by mistral Politician,70.0,60.0,85.0,80.0,85.0,60.0,85.0,60.0
One God answered by mistral Politician,70.0,80.0,85.0,70.0,85.0,70.0,85.0,65.0
Holy Spirit answered by mistral Politician,80.0,65.0,70.0,75.0,85.0,70.0,85.0,65.0
Kingdom of God answered by mistral Politician,85.0,80.0,85.0,90.0,80.0,60.0,85.0,60.0
Messiah answered by mistral Politician,30.0,35.0,40.0,60.0,40.0,40.0,85.0,50.0
Understanding the Tabernacle answered by mistral Politician,95.0,90.0,95.0,90.0,85.0,60.0,85.0,85.0
Structure of the Tabernacle answered by mistral Politician,90.0,95.0,85.0,90.0,40.0,60.0,80.0,80.0
Transition from Tabernacle to Temple answered by mistral Politician,95.0,95.0,90.0,90.0,90.0,85.0,85.0,70.0
Role of Priests answered by mistral Politician,70.0,70.0,50.0,80.0,80.0,80.0,85.0,85.0
Jesus as High Priest answered by mistral Politician,85.0,90.0,90.0,90.0,90.0,85.0,85.0,80.0
New Testament Priesthood answered by mistral Politician,90.0,95.0,85.0,90.0,85.0,60.0,85.0,60.0
Definition of Repentance answered by mistral Politician,90.0,90.0,95.0,95.0,85.0,90.0,85.0,85.0
Role of Repentance in Forgiveness answered by mistral Politician,90.0,90.0,95.0,95.0,85.0,70.0,85.0,85.0
Biblical Examples of Repentance answered by mistral Politician,95.0,95.0,90.0,95.0,85.0,85.0,85.0,80.0
Understanding the Spirit answered by mistral Politician,90.0,90.0,85.0,85.0,85.0,80.0,85.0,65.0
Nature of God answered by mistral Politician,90.0,85.0,90.0,90.0,90.0,70.0,85.0,75.0
Spiritual Gifts answered by mistral Politician,80.0,65.0,65.0,60.0,85.0,70.0,85.0,50.0
Understanding Being 'In Christ' answered by mistral Politician,95.0,95.0,90.0,90.0,85.0,85.0,85.0,85.0
Benefits of Being 'In Christ' answered by mistral Politician,85.0,60.0,70.0,85.0,85.0,20.0,85.0,65.0
Faith in Christ answered by mistral Politician,85.0,60.0,50.0,60.0,80.0,70.0,85.0,60.0
Understanding Grace answered by mistral Politician,90.0,90.0,95.0,85.0,85.0,80.0,85.0,90.0
Being Gracious answered by mistral Politician,90.0,80.0,90.0,85.0,85.0,70.0,85.0,80.0
Finding Grace answered by mistral Politician,80.0,85.0,90.0,85.0,85.0,70.0,80.0,65.0
Understanding Reconciliation answered by mistral Politician,95.0,90.0,90.0,95.0,85.0,70.0,85.0,60.0
Peace with God answered by mistral Politician,90.0,95.0,90.0,85.0,85.0,75.0,85.0,50.0
Application of Reconciliation answered by mistral Politician,85.0,88.0,85.0,85.0,90.0,70.0,90.0,60.0
Demon Possession answered by mistral Politician,70.0,60.0,80.0,70.0,85.0,50.0,85.0,50.0
Healing Through Jesus answered by mistral Politician,90.0,85.0,95.0,90.0,80.0,70.0,85.0,85.0
Examples in Scripture answered by mistral Politician,90.0,90.0,90.0,85.0,85.0,70.0,85.0,60.0
Testimony Meaning answered by mistral Politician,90.0,85.0,90.0,90.0,70.0,75.0,85.0,85.0
Role of Witnesses answered by mistral Politician,90.0,90.0,90.0,85.0,85.0,85.0,85.0,85.0
False Witness answered by mistral Politician,95.0,95.0,90.0,95.0,85.0,90.0,95.0,95.0
Understanding the Elect answered by mistral Politician,90.0,95.0,90.0,90.0,85.0,80.0,85.0,80.0
The Role of God's Chosen answered by mistral Politician,85.0,95.0,90.0,95.0,85.0,70.0,85.0,70.0
Translation of 'Elect' answered by mistral Politician,85.0,85.0,85.0,95.0,85.0,70.0,85.0,85.0
Understanding Biblical Naming answered by mistral Politician,80.0,90.0,85.0,85.0,60.0,70.0,85.0,85.0
God's Identity Through Naming answered by mistral Politician,85.0,90.0,85.0,85.0,85.0,70.0,85.0,50.0
Translation of 'Call' answered by mistral Politician,85.0,85.0,75.0,70.0,60.0,70.0,85.0,70.0
Consecration Meaning answered by mistral Politician,95.0,95.0,90.0,95.0,85.0,95.0,85.0,90.0
Consecrated Individuals answered by mistral Politician,95.0,90.0,90.0,95.0,85.0,70.0,85.0,70.0
Consecration and Service answered by mistral Politician,85.0,90.0,85.0,92.0,85.0,60.0,85.0,70.0
Understanding Curses answered by mistral Politician,90.0,90.0,90.0,90.0,80.0,70.0,85.0,50.0
Curses and Disobedience answered by mistral Politician,90.0,85.0,85.0,90.0,80.0,80.0,80.0,50.0
Cursing in the Biblical Narrative answered by mistral Politician,85.0,90.0,90.0,85.0,70.0,65.0,85.0,60.0
Understanding Atonement answered by mistral Politician,90.0,95.0,90.0,90.0,85.0,70.0,85.0,50.0
Old vs. New Testament Atonement answered by mistral Politician,90.0,85.0,90.0,90.0,85.0,70.0,85.0,75.0
Atonement and Forgiveness answered by mistral Politician,95.0,95.0,85.0,95.0,85.0,85.0,85.0,85.0
Understanding Evil answered by mistral Politician,90.0,80.0,85.0,90.0,85.0,60.0,85.0,72.0
Consequences of Evil answered by mistral Politician,90.0,85.0,90.0,80.0,85.0,60.0,80.0,50.0
Nature of Wickedness answered by mistral Politician,85.0,85.0,85.0,85.0,85.0,90.0,85.0,70.0
Confession of Sins answered by mistral Politician,90.0,95.0,95.0,95.0,80.0,70.0,85.0,85.0
Hypocrisy in Personal Conduct answered by mistral Politician,80.0,90.0,90.0,85.0,60.0,50.0,85.0,85.0
Judgment of Others answered by mistral Politician,90.0,90.0,85.0,95.0,85.0,60.0,80.0,60.0
Authentic Christian Living answered by mistral Politician,85.0,90.0,95.0,85.0,80.0,85.0,85.0,70.0
Definition of the People of God answered by mistral Politician,90.0,85.0,90.0,90.0,85.0,80.0,85.0,85.0
Significance of Anointing answered by mistral Politician,90.0,90.0,90.0,90.0,80.0,70.0,85.0,60.0
Healing through Anointing answered by mistral Politician,90.0,90.0,80.0,80.0,85.0,70.0,85.0,60.0
Anointing and the Holy Spirit answered by mistral Politician,90.0,95.0,90.0,90.0,85.0,85.0,85.0,70.0
Worship Practices answered by mistral Politician,90.0,90.0,95.0,95.0,85.0,95.0,85.0,85.0
Idolatry in the Bible answered by mistral Politician,90.0,90.0,90.0,85.0,90.0,70.0,85.0,45.0
Spiritual Deceit answered by mistral Politician,90.0,85.0,95.0,90.0,80.0,85.0,85.0,85.0
Deacon Definition answered by mistral Politician,60.0,75.0,75.0,80.0,60.0,40.0,75.0,70.0
Biblical Context answered by mistral Politician,90.0,90.0,85.0,85.0,80.0,60.0,85.0,60.0
Terminology answered by mistral Politician,95.0,90.0,95.0,80.0,85.0,75.0,85.0,75.0
Word of God answered by mistral Politician,90.0,85.0,80.0,90.0,85.0,60.0,85.0,60.0
Nature of Scripture answered by mistral Politician,85.0,90.0,90.0,85.0,85.0,75.0,85.0,85.0
Role of Jesus as the Word answered by mistral Politician,90.0,90.0,95.0,95.0,85.0,85.0,85.0,75.0
Purpose of Parables answered by mistral Politician,85.0,85.0,85.0,85.0,85.0,60.0,80.0,65.0
Example of Parables answered by mistral Politician,95.0,95.0,95.0,95.0,85.0,95.0,90.0,85.0
Role of Parables in Scripture answered by mistral Politician,95.0,95.0,95.0,90.0,95.0,80.0,85.0,60.0
Israel's Identity answered by mistral Politician,90.0,90.0,85.0,90.0,80.0,70.0,85.0,70.0
Covenant with Israel answered by mistral Politician,90.0,90.0,90.0,90.0,80.0,75.0,85.0,80.0
Division of Israel answered by mistral Politician,85.0,80.0,95.0,80.0,70.0,85.0,85.0,85.0
Eunuchs in the Bible answered by mistral Politician,90.0,90.0,95.0,90.0,85.0,80.0,85.0,60.0
Ethiopian Eunuch answered by mistral Politician,95.0,95.0,90.0,95.0,85.0,70.0,85.0,50.0
Role of Eunuchs answered by mistral Politician,70.0,70.0,40.0,60.0,60.0,60.0,85.0,60.0
Nazirite Vow Significance answered by mistral Politician,85.0,90.0,85.0,90.0,70.0,75.0,85.0,85.0
Samson's Nazirite Status answered by mistral Politician,85.0,90.0,85.0,85.0,80.0,70.0,85.0,40.0
New Testament References answered by mistral Politician,90.0,85.0,85.0,85.0,80.0,80.0,80.0,85.0
Jewish Identity in Christianity answered by mistral Politician,95.0,90.0,95.0,95.0,85.0,85.0,85.0,70.0
Rejection of Jesus by Jewish Leaders answered by mistral Politician,90.0,90.0,85.0,90.0,60.0,85.0,85.0,65.0
Return from Exile answered by mistral Politician,85.0,90.0,85.0,90.0,85.0,75.0,90.0,45.0
Understanding Temptation answered by mistral Politician,95.0,90.0,95.0,95.0,85.0,65.0,85.0,40.0
Nature of Temptation answered by mistral Politician,75.0,60.0,80.0,70.0,85.0,50.0,85.0,60.0
Tempting God answered by mistral Politician,90.0,95.0,90.0,95.0,85.0,80.0,85.0,85.0
Sanctuary Definition answered by mistral Politician,70.0,55.0,75.0,60.0,70.0,80.0,85.0,65.0
Sanctuary in the Old Testament answered by mistral Politician,90.0,90.0,90.0,90.0,60.0,70.0,85.0,85.0
Translation of Sanctuary answered by mistral Politician,90.0,90.0,90.0,90.0,80.0,60.0,85.0,70.0
Understanding God's Favor answered by mistral Politician,95.0,90.0,95.0,90.0,85.0,80.0,90.0,90.0
Favoritism in Relationships answered by mistral Politician,85.0,85.0,90.0,90.0,85.0,60.0,85.0,80.0
Finding Favor answered by mistral Politician,90.0,90.0,95.0,90.0,85.0,90.0,85.0,85.0
Understanding New Birth answered by mistral Politician,95.0,90.0,95.0,95.0,85.0,90.0,85.0,90.0
Role of the Holy Spirit answered by mistral Politician,90.0,90.0,90.0,95.0,85.0,85.0,85.0,80.0
God's Role in New Birth answered by mistral Politician,90.0,95.0,95.0,90.0,85.0,70.0,85.0,70.0
Definition of a Christian answered by mistral Politician,85.0,80.0,85.0,90.0,85.0,70.0,85.0,60.0
Origin of the Term answered by mistral Politician,85.0,80.0,80.0,80.0,80.0,80.0,85.0,80.0
Assurance of Salvation answered by mistral Politician,70.0,90.0,60.0,60.0,85.0,10.0,75.0,30.0
